INFO - LoggingAdvice.invoke(117) |2021-08-01T14:27:47,157| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: allergy.concept.allergen.drug value: 162552AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:27:47,245| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:27:47,250| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: allergy.concept.allergen.environment value: 162554AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:27:47,465| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:27:47,470| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: allergy.concept.reactions value: 162555AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:27:47,554| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:27:47,559| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: allergy.concept.otherNonCoded value: 5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:27:47,662| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:27:47,666| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: allergy.concept.unknown value: 1067AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:27:47,753| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:27:47,758| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: drugOrder.drugOther value: null, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:27:47,878| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:27:47,884| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: login.url value: login.htm, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:27:47,953| Exiting method saveGlobalProperty
INFO - HibernateContextDAO.updateSearchIndex(527) |2021-08-01T14:27:47,982| Updating the search index... It may take a few minutes.
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:27:50,759| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: search.indexVersion value: 7, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:27:50,992| Exiting method saveGlobalProperty
INFO - HibernateContextDAO.updateSearchIndex(536) |2021-08-01T14:27:50,993| Finished updating the search index
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:27:53,802| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: event.started value: true, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:27:54,028| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:27:54,037| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: event.mandatory value: false, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:27:54,178| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:27:54,538| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: legacyui.started value: true, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:27:54,636| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:27:54,647| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: legacyui.mandatory value: false, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:27:54,794| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:27:54,937| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: legacyui.enableExitFromCare value: false, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:27:55,031| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:27:55,750| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: basicexample.started value: true, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:27:55,888| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:27:55,893| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: basicexample.mandatory value: false, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:27:56,055| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:12,537| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: fhir2.started value: true, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:12,961| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:12,972| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: fhir2.mandatory value: false, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:13,218| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:13,712| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: fhir2.uriPrefix value: null, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:13,895| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:13,897| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: fhir2.personAttributeTypeUuid value: 14d4f066-15f5-102d-96e4-000c29c2a5d7, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:14,044| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:14,049| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: fhir2.immunizationsEncounterTypeUuid value: 29c02aff-9a93-46c9-bf6f-48b552fcb1fa, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:14,308| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:14,312| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: fhir2.administeringEncounterRoleUuid value: 546cce2d-6d58-4097-ba92-206c1a2a0462, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:14,761| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:14,765| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: fhir2.paging.default value: 10, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:15,069| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:15,074| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: fhir2.paging.maximum value: 100, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:15,360| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:15,365| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: fhir2.personContactPointAttributeTypeUuid value: 14d4f066-15f5-102d-96e4-000c29c2a5d7, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:15,485| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:15,489| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: fhir2.locationContactPointAttributeTypeUuid value: abcde432-1691-11df-97a5-7038c432abcd, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:15,643| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:15,648| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: fhir2.providerContactPointAttributeTypeUuid value: 5021b1a1-e7f6-44b4-ba02-da2f2bcf8718, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:15,720| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:15,724| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: fhir2.narrativesOverridePropertyFile value: null, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:15,861| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:16,002| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: spa.started value: true, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:16,110| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:16,114| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: spa.mandatory value: false, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:16,291| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:16,749| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: spa.baseUrl value: /spa, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:16,834| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:16,836| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: spa.local.directory value: frontend, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:16,952| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:16,956| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: spa.remote.enabled value: false, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:17,068| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:17,072| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: spa.remote.url value: https://spa-modules.nyc3.digitaloceanspaces.com/@openmrs/esm-app-shell/latest/, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:17,227| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:17,549| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: dataexchange.started value: true, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:17,861| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:17,871| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: dataexchange.mandatory value: false, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:18,168| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:18,510| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: reportingcompatibility.started value: true, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:18,626| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:18,637| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: reportingcompatibility.mandatory value: false, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:18,751| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:18,813| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: reportingcompatibility.patientLinkUrl value: patientDashboard.form, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:18,893| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:18,897| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: reportingcompatibility.data_export_batch_size value: 7500, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:19,036| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:19,496| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: webservices.rest.started value: true, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:19,618| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:19,622| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: webservices.rest.mandatory value: false, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:19,726| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:19,764| In method UserService.savePrivilege. Arguments: Privilege=View RESTWS, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:19,901| Exiting method savePrivilege
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:19,904| In method UserService.savePrivilege. Arguments: Privilege=Manage RESTWS, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:19,993| Exiting method savePrivilege
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:20,023| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: webservices.rest.maxResultsDefault value: 50, 
